country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,uid,bank_account
Rwanda,2016,uniqueid_1076,Rural,Yes,4,18,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,Rwanda_uniqueid_1076,No
Tanzania,2017,uniqueid_307,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_307,No
Uganda,2018,uniqueid_991,Rural,No,7,24,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_991,No
Rwanda,2016,uniqueid_5360,Rural,No,2,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_5360,No
Rwanda,2016,uniqueid_6552,Rural,Yes,3,36,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_6552,No
Kenya,2018,uniqueid_1486,Rural,No,3,16,Female,Child,Married/Living together,Tertiary education,Other Income,Kenya_uniqueid_1486,No
Tanzania,2017,uniqueid_5147,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_5147,No
Rwanda,2016,uniqueid_1585,Rural,No,3,61,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1585,No
Tanzania,2017,uniqueid_4485,Rural,No,3,45,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4485,No
Tanzania,2017,uniqueid_4640,Urban,No,2,29,Female,Spouse,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_4640,No
Tanzania,2017,uniqueid_857,Urban,Yes,2,30,Female,Head of Household,Single/Never Married,Tertiary education,No Income,Tanzania_uniqueid_857,No
Kenya,2018,uniqueid_4268,Urban,No,2,33,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_4268,No
Rwanda,2016,uniqueid_4519,Rural,No,1,25,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed,Rwanda_uniqueid_4519,No
Rwanda,2016,uniqueid_8509,Rural,Yes,8,41,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_8509,No
Kenya,2018,uniqueid_676,Urban,Yes,5,42,Male,Spouse,Married/Living together,Primary education,Self employed,Kenya_uniqueid_676,Yes
Kenya,2018,uniqueid_5135,Urban,Yes,3,59,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,Kenya_uniqueid_5135,No
Kenya,2018,uniqueid_24,Rural,Yes,3,21,Female,Spouse,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_24,No
Uganda,2018,uniqueid_764,Urban,Yes,5,28,Female,Spouse,Married/Living together,Secondary education,Other Income,Uganda_uniqueid_764,No
Tanzania,2017,uniqueid_3452,Urban,Yes,2,37,Male,Head of Household,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_3452,No
Rwanda,2016,uniqueid_4985,Rural,Yes,3,29,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_4985,No
Kenya,2018,uniqueid_541,Urban,Yes,1,33,Male,Head of Household,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_541,Yes
Tanzania,2017,uniqueid_1213,Rural,No,1,63,Male,Head of Household,Married/Living together,No formal education,Informally employed,Tanzania_uniqueid_1213,No
Kenya,2018,uniqueid_3047,Urban,Yes,1,50,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Kenya_uniqueid_3047,Yes
Kenya,2018,uniqueid_2037,Rural,No,9,36,Female,Spouse,Married/Living together,Primary education,Self employed,Kenya_uniqueid_2037,No
Kenya,2018,uniqueid_3066,Urban,No,2,30,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_3066,No
Rwanda,2016,uniqueid_7292,Rural,Yes,5,20,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,Rwanda_uniqueid_7292,No
Rwanda,2016,uniqueid_42,Rural,Yes,5,30,Female,Spouse,Married/Living together,Tertiary education,Self employed,Rwanda_uniqueid_42,Yes
Tanzania,2017,uniqueid_3774,Urban,No,2,81,Male,Head of Household,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_3774,No
Rwanda,2016,uniqueid_1031,Rural,Yes,2,45,Female,Head of Household,Widowed,Secondary education,Informally employed,Rwanda_uniqueid_1031,No
Rwanda,2016,uniqueid_308,Rural,Yes,6,38,Female,Spouse,Married/Living together,Secondary education,Informally employed,Rwanda_uniqueid_308,No
Rwanda,2016,uniqueid_1804,Rural,Yes,4,34,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_1804,No
Rwanda,2016,uniqueid_1913,Rural,Yes,2,59,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_1913,No
Rwanda,2016,uniqueid_6564,Urban,Yes,6,25,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_6564,No
Rwanda,2016,uniqueid_860,Rural,Yes,5,42,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_860,No
Kenya,2018,uniqueid_1042,Rural,No,1,61,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Kenya_uniqueid_1042,No
Rwanda,2016,uniqueid_6002,Rural,Yes,1,36,Male,Head of Household,Divorced/Seperated,No formal education,Other Income,Rwanda_uniqueid_6002,No
Uganda,2018,uniqueid_1054,Urban,Yes,2,18,Female,Other relative,Single/Never Married,Secondary education,Other Income,Uganda_uniqueid_1054,No
Tanzania,2017,uniqueid_6473,Rural,No,1,34,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed,Tanzania_uniqueid_6473,No
Rwanda,2016,uniqueid_3538,Rural,Yes,4,54,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,Rwanda_uniqueid_3538,No
Kenya,2018,uniqueid_115,Rural,No,8,72,Female,Parent,Widowed,No formal education,Remittance Dependent,Kenya_uniqueid_115,No
Rwanda,2016,uniqueid_924,Rural,Yes,3,75,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Rwanda_uniqueid_924,No
Rwanda,2016,uniqueid_3323,Rural,Yes,3,75,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_3323,No
Kenya,2018,uniqueid_4251,Rural,No,2,35,Female,Child,Single/Never Married,Primary education,Farming and Fishing,Kenya_uniqueid_4251,No
Rwanda,2016,uniqueid_1483,Rural,No,6,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1483,No
Rwanda,2016,uniqueid_2355,Rural,Yes,8,46,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_2355,No
Rwanda,2016,uniqueid_7076,Rural,Yes,6,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_7076,No
Tanzania,2017,uniqueid_4875,Urban,No,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4875,No
Tanzania,2017,uniqueid_4072,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4072,No
Kenya,2018,uniqueid_3854,Rural,Yes,7,56,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_3854,No
Rwanda,2016,uniqueid_6769,Rural,No,4,56,Female,Head of Household,Widowed,Primary education,Informally employed,Rwanda_uniqueid_6769,No
Kenya,2018,uniqueid_5814,Rural,No,9,20,Male,Child,Single/Never Married,Secondary education,Informally employed,Kenya_uniqueid_5814,No
Uganda,2018,uniqueid_181,Rural,Yes,4,73,Male,Head of Household,Married/Living together,Primary education,Other Income,Uganda_uniqueid_181,No
Uganda,2018,uniqueid_797,Urban,Yes,2,36,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,Uganda_uniqueid_797,Yes
Kenya,2018,uniqueid_1759,Rural,Yes,5,47,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_1759,No
Tanzania,2017,uniqueid_5349,Rural,No,2,18,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_5349,No
Kenya,2018,uniqueid_4311,Rural,No,2,80,Female,Spouse,Married/Living together,No formal education,Self employed,Kenya_uniqueid_4311,No
Rwanda,2016,uniqueid_1577,Rural,Yes,2,35,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_1577,No
Rwanda,2016,uniqueid_4828,Rural,Yes,4,25,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4828,No
Kenya,2018,uniqueid_3681,Rural,Yes,6,36,Female,Spouse,Married/Living together,Primary education,Other Income,Kenya_uniqueid_3681,Yes
Rwanda,2016,uniqueid_7735,Rural,Yes,3,28,Male,Child,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_7735,No
Uganda,2018,uniqueid_1370,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_1370,No
Kenya,2018,uniqueid_3599,Urban,Yes,2,26,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_3599,No
Tanzania,2017,uniqueid_2814,Urban,No,3,17,Female,Parent,Divorced/Seperated,Primary education,No Income,Tanzania_uniqueid_2814,No
Kenya,2018,uniqueid_1481,Urban,Yes,2,53,Female,Head of Household,Widowed,Secondary education,Other Income,Kenya_uniqueid_1481,Yes
Rwanda,2016,uniqueid_1343,Rural,No,3,48,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,Rwanda_uniqueid_1343,No
Rwanda,2016,uniqueid_7409,Rural,Yes,4,28,Female,Spouse,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_7409,No
Uganda,2018,uniqueid_1345,Rural,Yes,3,34,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_1345,No
Rwanda,2016,uniqueid_211,Rural,Yes,4,21,Female,Parent,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_211,No
Rwanda,2016,uniqueid_6567,Rural,Yes,6,29,Female,Spouse,Married/Living together,No formal education,Self employed,Rwanda_uniqueid_6567,No
Tanzania,2017,uniqueid_4542,Urban,Yes,1,33,Female,Spouse,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_4542,No
Rwanda,2016,uniqueid_3802,Rural,No,4,42,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_3802,No
Rwanda,2016,uniqueid_252,Rural,Yes,4,26,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_252,No
Uganda,2018,uniqueid_1175,Rural,Yes,7,47,Female,Spouse,Married/Living together,No formal education,Self employed,Uganda_uniqueid_1175,No
Tanzania,2017,uniqueid_3318,Rural,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3318,No
Rwanda,2016,uniqueid_7456,Rural,Yes,6,80,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_7456,Yes
Tanzania,2017,uniqueid_3298,Urban,No,3,16,Female,Child,Divorced/Seperated,Primary education,Informally employed,Tanzania_uniqueid_3298,No
Tanzania,2017,uniqueid_1253,Urban,Yes,2,51,Male,Head of Household,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_1253,No
Rwanda,2016,uniqueid_6870,Rural,No,7,40,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_6870,No
Rwanda,2016,uniqueid_4729,Rural,Yes,5,52,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,Rwanda_uniqueid_4729,No
Kenya,2018,uniqueid_1781,Rural,Yes,2,57,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Kenya_uniqueid_1781,No
Rwanda,2016,uniqueid_7288,Urban,Yes,4,24,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent,Rwanda_uniqueid_7288,No
Uganda,2018,uniqueid_304,Rural,No,10,18,Female,Parent,Married/Living together,Primary education,Self employed,Uganda_uniqueid_304,No
Kenya,2018,uniqueid_3823,Urban,No,7,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_3823,No
Tanzania,2017,uniqueid_2621,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_2621,No
Tanzania,2017,uniqueid_3450,Urban,Yes,2,43,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3450,No
Uganda,2018,uniqueid_931,Rural,Yes,7,48,Female,Head of Household,Widowed,Primary education,Self employed,Uganda_uniqueid_931,No
Rwanda,2016,uniqueid_3376,Rural,Yes,8,21,Male,Child,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_3376,No
Rwanda,2016,uniqueid_5177,Rural,Yes,3,32,Female,Parent,Divorced/Seperated,Primary education,Farming and Fishing,Rwanda_uniqueid_5177,No
Kenya,2018,uniqueid_5838,Urban,No,1,75,Female,Head of Household,Widowed,Primary education,Remittance Dependent,Kenya_uniqueid_5838,No
Tanzania,2017,uniqueid_1803,Rural,No,1,64,Female,Head of Household,Widowed,No formal education,Self employed,Tanzania_uniqueid_1803,No
Tanzania,2017,uniqueid_2779,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_2779,No
Tanzania,2017,uniqueid_1731,Urban,Yes,2,23,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,Tanzania_uniqueid_1731,No
Tanzania,2017,uniqueid_5303,Urban,No,5,18,Male,Parent,Divorced/Seperated,Primary education,No Income,Tanzania_uniqueid_5303,No
Rwanda,2016,uniqueid_4180,Rural,Yes,5,41,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Rwanda_uniqueid_4180,No
Kenya,2018,uniqueid_5045,Urban,Yes,4,33,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_5045,Yes
Tanzania,2017,uniqueid_2736,Rural,Yes,2,18,Female,Other non-relatives,Divorced/Seperated,Primary education,Formally employed Private,Tanzania_uniqueid_2736,Yes
Kenya,2018,uniqueid_3839,Urban,No,7,52,Female,Spouse,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_3839,No
Rwanda,2016,uniqueid_7574,Rural,Yes,3,67,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_7574,Yes
Rwanda,2016,uniqueid_284,Rural,Yes,3,24,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_284,No
Rwanda,2016,uniqueid_7240,Rural,Yes,4,28,Female,Spouse,Married/Living together,Secondary education,Informally employed,Rwanda_uniqueid_7240,Yes
Kenya,2018,uniqueid_589,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_589,Yes
Tanzania,2017,uniqueid_4890,Urban,No,3,76,Female,Spouse,Single/Never Married,No formal education,Informally employed,Tanzania_uniqueid_4890,No
Rwanda,2016,uniqueid_7558,Rural,Yes,3,26,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_7558,No
Rwanda,2016,uniqueid_6168,Urban,Yes,4,31,Female,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government,Rwanda_uniqueid_6168,No
Tanzania,2017,uniqueid_1316,Rural,Yes,3,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1316,No
Uganda,2018,uniqueid_327,Rural,Yes,2,31,Male,Other relative,Married/Living together,Primary education,Self employed,Uganda_uniqueid_327,No
Rwanda,2016,uniqueid_1723,Rural,Yes,4,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1723,No
Tanzania,2017,uniqueid_2423,Rural,Yes,4,40,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2423,Yes
Kenya,2018,uniqueid_608,Rural,No,10,55,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_608,No
Tanzania,2017,uniqueid_2160,Urban,No,2,18,Male,Parent,Divorced/Seperated,Primary education,Self employed,Tanzania_uniqueid_2160,No
Tanzania,2017,uniqueid_2565,Urban,No,4,21,Female,Parent,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2565,No
Tanzania,2017,uniqueid_5501,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_5501,No
Rwanda,2016,uniqueid_8030,Rural,Yes,3,56,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_8030,No
Kenya,2018,uniqueid_2985,Rural,Yes,8,63,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,Kenya_uniqueid_2985,Yes
Kenya,2018,uniqueid_3280,Rural,Yes,6,39,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Kenya_uniqueid_3280,Yes
Rwanda,2016,uniqueid_2999,Rural,No,2,25,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_2999,No
Kenya,2018,uniqueid_2816,Urban,Yes,5,25,Male,Child,Single/Never Married,Primary education,Farming and Fishing,Kenya_uniqueid_2816,No
Tanzania,2017,uniqueid_5455,Urban,No,1,40,Male,Head of Household,Married/Living together,Primary education,Self employed,Tanzania_uniqueid_5455,No
Kenya,2018,uniqueid_2650,Urban,Yes,1,26,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Kenya_uniqueid_2650,Yes
Kenya,2018,uniqueid_4924,Rural,Yes,7,52,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_4924,No
Tanzania,2017,uniqueid_1838,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1838,No
Kenya,2018,uniqueid_2348,Urban,Yes,3,43,Male,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_2348,No
Tanzania,2017,uniqueid_1495,Urban,No,2,34,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1495,No
Tanzania,2017,uniqueid_2074,Urban,No,1,30,Female,Head of Household,Divorced/Seperated,No formal education,No Income,Tanzania_uniqueid_2074,No
Rwanda,2016,uniqueid_5581,Rural,No,2,75,Female,Head of Household,Widowed,No formal education,Formally employed Private,Rwanda_uniqueid_5581,No
Rwanda,2016,uniqueid_8235,Rural,Yes,3,37,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_8235,No
Rwanda,2016,uniqueid_568,Rural,Yes,3,37,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_568,No
